Unnamed: 0,cell_class,neuron_class,domain,Region,ground_truth,x,y
1715x657,Inhibitory,I-23,PVH,PVH,PVH,1715.404803,656.9073689
1558x893,Astrocyte,,PVT,PVT,PVT,1557.880128,892.9051385
1560x809,OD Mature 4,,fx,fx,fx,1559.975075,808.7507871
1563x902,Excitatory,E-14,PVT,PVT,PVT,1563.00272,901.7106717
1572x863,Astrocyte,,PVT,PVT,PVT,1571.767334,862.9489528
1577x741,Astrocyte,,fx,fx,fx,1576.72511,740.8339293
1579x885,OD Mature 2,,PVT,PVT,PVT,1578.719715,885.2885729
1587x918,Endothelial 1,,PVT,PVT,PVT,1586.841028,917.6501813
1596x803,OD Mature 4,,fx,fx,fx,1595.981938,803.4017263
1603x747,OD Mature 4,,fx,fx,fx,1602.680106,747.1573219
1609x855,Excitatory,E-14,PVT,PVT,PVT,1608.915605,854.8079448
1610x774,Microglia,,fx,fx,fx,1610.005211,773.8180107
1612x890,Excitatory,E-14,PVT,PVT,PVT,1611.65006,890.3411786
1645x878,Astrocyte,,PVT,PVT,PVT,1645.362868,877.6241193
1651x852,Excitatory,E-14,PVT,PVT,PVT,1651.409816,852.157356
1651x789,Excitatory,E-14,PVT,PVT,PVT,1651.418109,789.341987
1658x856,Astrocyte,,PVT,PVT,PVT,1658.467811,855.9069403
1660x917,Excitatory,E-13,PVT,PVT,PVT,1659.624512,916.9993237
1661x789,Excitatory,E-14,PVT,PVT,PVT,1661.304182,789.110272
1661x807,Astrocyte,,PVT,PVT,PVT,1661.321203,807.0434265
1666x841,OD Mature 2,,PVT,PVT,PVT,1665.926061,840.6481543
1670x758,Astrocyte,,PVT,PVT,PVT,1670.375311,758.2205823
1670x872,Excitatory,E-14,PVT,PVT,PVT,1669.965853,872.1444549
1681x775,Excitatory,E-9,PVT,PVT,PVT,1681.235042,775.4350451
1683x802,Inhibitory,I-18,PVT,PVT,PVT,1683.32228,801.6471561
1688x789,Excitatory,E-14,PVT,PVT,PVT,1687.908789,789.0684686
1700x756,Endothelial 1,,PVT,PVT,PVT,1699.717017,756.2378153
1707x900,Excitatory,E-14,PVT,PVT,PVT,1707.175049,900.3919002
1721x845,Excitatory,E-13,PVT,PVT,PVT,1720.696426,844.9918647
1722x865,Excitatory,E-14,PVT,PVT,PVT,1722.230496,864.7856718
1731x808,Excitatory,E-13,PVT,PVT,PVT,1730.900218,807.9612126
1727x815,Excitatory,E-13,PVT,PVT,PVT,1726.90279,815.3617449
1550x836,Endothelial 1,,fx,fx,fx,1550.159105,836.4425859
1586x807,OD Mature 2,,fx,fx,fx,1585.695107,806.6270621
1670x854,Astrocyte,,PVT,PVT,PVT,1670.288857,853.6327808
1674x753,Endothelial 1,,PVT,PVT,PVT,1674.37592,753.0802095
1721x828,OD Mature 2,,PVT,PVT,PVT,1721.22459,828.4248136
1564x780,OD Mature 2,,fx,fx,fx,1563.540818,780.0862308
1595x896,Excitatory,E-6,PVT,PVT,PVT,1594.86158,895.616612
1614x863,Excitatory,E-9,PVT,PVT,PVT,1613.978168,862.8989844
1640x897,Excitatory,E-14,PVT,PVT,PVT,1640.097266,897.3093218
1663x818,Excitatory,E-9,PVT,PVT,PVT,1663.228434,817.6448783
1616x825,Excitatory,E-13,fx,fx,fx,1615.811709,824.843493
1631x852,Excitatory,E-14,PVT,PVT,PVT,1630.572603,851.5197076
1688x852,Excitatory,E-13,PVT,PVT,PVT,1687.501856,851.5185709
1601x736,OD Mature 2,,fx,fx,fx,1601.11847,736.4840445
1605x835,OD Mature 2,,fx,fx,fx,1604.794435,834.9520267
1612x817,Excitatory,E-13,fx,fx,fx,1611.68604,817.3174649
1645x826,OD Mature 2,,PVT,PVT,PVT,1644.744899,825.6133361
1665x802,Microglia,,PVT,PVT,PVT,1664.564595,802.192192
1688x765,Excitatory,E-14,PVT,PVT,PVT,1687.965116,764.6415635
1699x785,Excitatory,E-14,PVT,PVT,PVT,1698.53871,785.3958465
1709x820,Excitatory,E-9,PVT,PVT,PVT,1709.246991,819.5375966
1705x807,Excitatory,E-9,PVT,PVT,PVT,1704.714813,806.5555968
1712x782,Astrocyte,,PVT,PVT,PVT,1711.618283,782.4582931
1712x867,OD Immature 1,,PVT,PVT,PVT,1712.324346,866.9136438
1724x869,Excitatory,E-13,PVT,PVT,PVT,1724.200891,869.1960376
1731x839,Excitatory,E-7,PVT,PVT,PVT,1731.022265,839.283754
1749x869,Microglia,,PVT,PVT,PVT,1749.341539,868.9654819
1751x760,Excitatory,E-7,PVT,PVT,PVT,1750.9173,759.6802647
1751x785,Excitatory,E-3,PVT,PVT,PVT,1751.379391,785.2864136
1757x759,Excitatory,E-13,PVT,PVT,PVT,1757.131349,758.9061587
1762x741,Excitatory,E-13,PVT,PVT,PVT,1762.191292,740.8376343
1765x801,Excitatory,E-9,PVT,PVT,PVT,1765.19234,801.4517764
1769x890,Astrocyte,,PVT,PVT,PVT,1769.004676,890.0052792
1769x878,Microglia,,PVT,PVT,PVT,1768.870452,878.2344472
1783x784,Excitatory,E-11,PVT,PVT,PVT,1783.153675,784.3809815
1787x775,Excitatory,E-14,PVT,PVT,PVT,1786.802244,774.6744183
1791x823,Excitatory,E-14,PVT,PVT,PVT,1790.936769,823.0940999
1792x873,Excitatory,E-14,PVT,PVT,PVT,1792.179694,873.3140019
1794x736,Excitatory,E-14,PVT,PVT,PVT,1793.515111,736.2857465
1795x913,Excitatory,E-9,PVT,PVT,PVT,1795.345716,912.8973527
1813x799,Excitatory,E-14,PVT,PVT,PVT,1813.454762,798.9282243
1814x774,Astrocyte,,PVT,PVT,PVT,1814.203001,773.5207243
1815x848,Astrocyte,,PVT,PVT,PVT,1814.847028,848.0530884
1815x830,Excitatory,E-9,PVT,PVT,PVT,1814.553689,830.2541025
1820x784,Excitatory,E-14,PVT,PVT,PVT,1820.029862,783.7190036
1821x735,Astrocyte,,PVT,PVT,PVT,1821.270524,734.8883789
1824x830,Excitatory,E-9,PVT,PVT,PVT,1823.76027,830.2433498
1844x745,Excitatory,E-14,PVT,PVT,PVT,1844.048501,744.9791826
1850x911,Endothelial 3,,PVT,PVT,PVT,1849.58949,911.4412264
1861x870,OD Immature 1,,PVT,PVT,PVT,1860.838589,869.5173607
1861x751,Excitatory,E-14,PVT,PVT,PVT,1861.056246,750.9226348
1868x735,Excitatory,E-14,PVT,PVT,PVT,1867.879729,735.3882146
1867x857,Astrocyte,,PVT,PVT,PVT,1866.663208,856.7199029
1869x820,Endothelial 1,,PVT,PVT,PVT,1869.35258,819.981562
1874x872,Excitatory,E-14,PVT,PVT,PVT,1874.043506,872.1850583
1882x741,Excitatory,E-14,PVT,PVT,PVT,1882.1386,741.2799925
1879x776,Endothelial 1,,PVT,PVT,PVT,1878.774438,775.6575075
1886x833,Excitatory,E-14,PVT,PVT,PVT,1886.292757,833.0849138
1891x867,Excitatory,E-14,PVT,PVT,PVT,1890.606865,867.0225612
1903x772,Endothelial 1,,PVT,PVT,PVT,1903.397581,772.2904265
1908x834,Endothelial 1,,PVT,PVT,PVT,1908.394586,833.8370886
1910x857,Excitatory,E-14,PVT,PVT,PVT,1910.491057,857.1707193
1911x814,Excitatory,E-14,PVT,PVT,PVT,1910.703966,813.8103742
1936x898,Astrocyte,,PVT,PVT,PVT,1935.987472,898.3627688
1767x855,Excitatory,E-9,PVT,PVT,PVT,1766.51417,854.5608753
1789x855,Astrocyte,,PVT,PVT,PVT,1788.794208,854.8744463
1797x752,Excitatory,E-14,PVT,PVT,PVT,1796.734746,752.1980682
1803x785,Astrocyte,,PVT,PVT,PVT,1803.00792,785.1683079
1813x767,Excitatory,E-14,PVT,PVT,PVT,1812.921619,767.4101031
1840x762,Endothelial 1,,PVT,PVT,PVT,1839.638577,761.5616326
1853x885,Excitatory,E-14,PVT,PVT,PVT,1853.027766,884.6100287
1913x778,Endothelial 1,,PVT,PVT,PVT,1912.968494,777.893838
1921x768,Excitatory,E-14,PVT,PVT,PVT,1921.247791,767.8733014
1929x774,Excitatory,E-14,PVT,PVT,PVT,1929.097952,773.78639
1772x835,Excitatory,E-9,PVT,PVT,PVT,1772.432818,834.5818817
1784x792,Astrocyte,,PVT,PVT,PVT,1784.262677,792.3467156
1832x803,Astrocyte,,PVT,PVT,PVT,1832.446114,803.0561218
1842x806,Endothelial 1,,PVT,PVT,PVT,1841.776561,806.350179
1859x731,Astrocyte,,PVT,PVT,PVT,1858.602019,731.3206026
1884x793,Excitatory,E-14,PVT,PVT,PVT,1884.106585,792.6443667
1913x888,Excitatory,E-9,PVT,PVT,PVT,1913.260024,887.589555
1788x785,Excitatory,E-9,PVT,PVT,PVT,1788.408361,784.688442
1842x739,Excitatory,E-14,PVT,PVT,PVT,1841.522422,739.0297879
1780x755,Excitatory,E-9,PVT,PVT,PVT,1780.178814,755.4331548
1799x806,Excitatory,E-9,PVT,PVT,PVT,1798.689912,805.9526187
1800x907,Excitatory,E-9,PVT,PVT,PVT,1800.070003,907.2088851
1804x813,Microglia,,PVT,PVT,PVT,1804.042545,812.9309108
1828x796,Excitatory,E-14,PVT,PVT,PVT,1828.475028,796.1387322
1844x834,Excitatory,E-14,PVT,PVT,PVT,1843.700501,834.4192028
1877x822,Excitatory,E-14,PVT,PVT,PVT,1877.34916,822.4039012
1887x842,Excitatory,E-14,PVT,PVT,PVT,1886.554959,841.7482334
1891x799,Excitatory,E-14,PVT,PVT,PVT,1891.307898,799.4250748
1900x840,Endothelial 1,,PVT,PVT,PVT,1900.402683,840.4156329
1923x853,Excitatory,E-14,PVT,PVT,PVT,1923.022532,853.074569
1925x834,Excitatory,E-14,PVT,PVT,PVT,1924.912762,833.9730701
1927x737,Excitatory,E-14,PVT,PVT,PVT,1927.481584,736.6797808
1930x877,Excitatory,E-14,PVT,PVT,PVT,1929.848204,877.0872052
1751x548,Excitatory,E-28,PVH,PVH,PVH,1750.990183,547.9818073
1754x582,Astrocyte,,PVH,PVH,PVH,1754.028514,581.5992897
1755x697,Astrocyte,,PVT,PVT,PVT,1755.0744,697.4240774
1764x649,Inhibitory,I-10,PVH,PVH,PVH,1763.76987,648.9688805
1771x627,Astrocyte,,PVH,PVH,PVH,1771.465313,626.6243907
1777x583,Endothelial 2,,PVH,PVH,PVH,1777.326931,583.004826
1782x684,Excitatory,E-14,PVT,PVT,PVT,1782.473832,684.4798369
1786x572,OD Mature 2,,PVH,PVH,PVH,1785.792405,571.8416171
1793x663,Excitatory,E-13,PVT,PVT,PVT,1792.576957,662.6517578
1796x694,Inhibitory,I-1,PVT,PVT,PVT,1795.669656,694.0606268
1797x631,Inhibitory,I-1,PVH,PVH,PVH,1797.335942,630.6354599
1801x536,Inhibitory,I-1,PVH,PVH,PVH,1801.22772,535.8693891
1805x627,OD Mature 2,,PVH,PVH,PVH,1804.827007,626.9504727
1802x604,Inhibitory,I-30,PVH,PVH,PVH,1801.63588,604.4234428
1819x701,Endothelial 3,,PVT,PVT,PVT,1818.809041,700.5071402
1821x642,Astrocyte,,PVT,PVT,PVT,1821.205599,642.2619239
1827x682,Excitatory,E-14,PVT,PVT,PVT,1826.609894,681.858025
1836x690,Excitatory,E-13,PVT,PVT,PVT,1835.650833,689.9117534
1840x714,Microglia,,PVT,PVT,PVT,1839.706781,713.7506438
1842x575,Astrocyte,,PVH,PVH,PVH,1841.929833,575.3452675
1852x675,Astrocyte,,PVT,PVT,PVT,1852.269324,674.5377367
1865x569,Inhibitory,I-10,PVH,PVH,PVH,1865.212562,568.9264095
1864x705,Excitatory,E-14,PVT,PVT,PVT,1863.866815,705.3712982
1866x689,Excitatory,E-9,PVT,PVT,PVT,1865.976413,689.4299347
1871x611,Excitatory,E-7,PVT,PVT,PVT,1870.759173,610.5736861
1869x683,Excitatory,E-9,PVT,PVT,PVT,1869.491439,682.6679531
1875x583,Inhibitory,I-16,PVH,PVH,PVH,1875.333074,583.3349821
1877x554,Astrocyte,,PVH,PVH,PVH,1876.87087,553.8374142
1878x594,Endothelial 1,,PVH,PVH,PVH,1877.584638,594.462041
1882x702,Astrocyte,,PVT,PVT,PVT,1881.534718,701.6279013
1889x693,Excitatory,E-14,PVT,PVT,PVT,1888.699342,693.3998101
1891x719,Endothelial 1,,PVT,PVT,PVT,1891.249333,718.7401093
1895x607,Excitatory,E-9,PVT,PVT,PVT,1894.552586,607.3610071
1894x681,Excitatory,E-14,PVT,PVT,PVT,1894.286884,680.8473341
1897x555,Astrocyte,,PVH,PVH,PVH,1896.994766,555.2886866
1901x594,Excitatory,E-9,PVT,PVT,PVT,1900.517598,593.5454939
1902x567,OD Immature 1,,PVH,PVH,PVH,1901.825432,566.8452051
1903x632,Excitatory,E-14,PVT,PVT,PVT,1903.095615,631.8383076
1906x707,Excitatory,E-14,PVT,PVT,PVT,1906.39158,706.912542
1910x535,Endothelial 1,,PVH,PVH,PVH,1909.781459,534.8211314
1912x558,Excitatory,E-23,PVH,PVH,PVH,1911.818163,558.1999372
1914x588,Excitatory,E-22,PVT,PVT,PVT,1913.999397,588.3459449
1914x617,OD Immature 1,,PVT,PVT,PVT,1913.527715,616.7412974
1916x685,Excitatory,E-14,PVT,PVT,PVT,1915.704625,685.0578188
1917x640,Astrocyte,,PVT,PVT,PVT,1917.491577,640.0756377
1926x714,Endothelial 1,,PVT,PVT,PVT,1926.276267,713.6988913
1930x608,Astrocyte,,PVT,PVT,PVT,1929.975373,608.0656624
1934x672,Excitatory,E-14,PVT,PVT,PVT,1933.778589,671.8886748
1933x703,Endothelial 1,,PVT,PVT,PVT,1933.241372,703.446363
1781x565,Astrocyte,,PVH,PVH,PVH,1781.265834,564.6963716
1819x537,Astrocyte,,PVH,PVH,PVH,1818.713634,537.172904
1835x647,Excitatory,E-14,PVT,PVT,PVT,1835.486098,646.648589
1852x648,Astrocyte,,PVT,PVT,PVT,1851.927858,647.9877761
1862x614,Inhibitory,I-8,PVT,PVT,PVT,1862.419948,613.9605704
1750x659,Endothelial 1,,PVH,PVH,PVH,1750.048992,659.23933
1785x539,Inhibitory,I-16,PVH,PVH,PVH,1784.804121,538.7237485
1804x570,Endothelial 3,,PVH,PVH,PVH,1803.658967,570.4702266
1870x657,OD Immature 1,,PVT,PVT,PVT,1869.526553,656.5871341
1881x664,Excitatory,E-9,PVT,PVT,PVT,1880.828476,664.1416358
1894x669,Excitatory,E-14,PVT,PVT,PVT,1894.013737,669.0944117
1837x554,Inhibitory,I-1,PVH,PVH,PVH,1837.465563,554.2870892
1867x622,Microglia,,PVT,PVT,PVT,1866.889464,621.5401958
1750x599,Endothelial 1,,PVH,PVH,PVH,1749.624317,599.3515227
1762x609,Inhibitory,I-22,PVH,PVH,PVH,1762.251099,609.488481
1782x627,Inhibitory,I-3,PVH,PVH,PVH,1781.928204,626.5779501
1794x589,Excitatory,E-16,PVH,PVH,PVH,1793.837704,589.2678726
1800x595,OD Immature 1,,PVH,PVH,PVH,1800.136126,594.6967551
1832x591,Excitatory,E-4,PVH,PVH,PVH,1831.581385,590.9634242
1860x568,Astrocyte,,PVH,PVH,PVH,1859.862535,568.1810543
1879x622,Excitatory,E-14,PVT,PVT,PVT,1879.394421,622.2762358
1904x656,Excitatory,E-14,PVT,PVT,PVT,1903.818674,655.6778067
1904x678,Excitatory,E-14,PVT,PVT,PVT,1904.187066,677.8319724
1913x603,Excitatory,E-9,PVT,PVT,PVT,1913.01023,603.0338512
1929x616,Excitatory,E-14,PVT,PVT,PVT,1929.057771,616.3099458
1937x663,Astrocyte,,PVT,PVT,PVT,1936.951649,662.5369244
1799x659,Excitatory,E-14,PVT,PVT,PVT,1799.259822,659.1506369
1913x670,Excitatory,E-14,PVT,PVT,PVT,1913.034497,669.9090161
1753x362,Excitatory,E-16,PVH,PVH,PVH,1752.764576,362.4276598
1756x430,Excitatory,E-16,BST,BST,BST,1755.753422,429.8304727
1757x347,Astrocyte,,PVH,PVH,PVH,1757.220857,347.0432979
1765x343,Excitatory,E-16,PVH,PVH,PVH,1765.23026,342.9444535
1777x521,Inhibitory,I-1,PVH,PVH,PVH,1776.901925,520.6856775
1777x464,Inhibitory,I-11,PVH,PVH,PVH,1777.241265,463.5100321
1781x399,Inhibitory,I-1,PVH,PVH,PVH,1781.035611,399.0326
1784x432,Inhibitory,I-3,PVH,PVH,PVH,1783.912134,431.5320574
1795x476,Astrocyte,,PVH,PVH,PVH,1794.889895,476.4235793
1795x366,Astrocyte,,PVH,PVH,PVH,1795.494303,365.8462678
1798x451,Inhibitory,I-13,PVH,PVH,PVH,1798.336032,450.6441718
1798x438,Astrocyte,,PVH,PVH,PVH,1798.129484,438.081471
1799x384,Excitatory,E-1,PVH,PVH,PVH,1799.105999,383.9767796
1810x484,Excitatory,E-11,PVH,PVH,PVH,1810.321385,484.1852042
1811x330,Excitatory,E-16,PVH,PVH,PVH,1811.423353,330.4319673
1814x373,Excitatory,E-18,PVH,PVH,PVH,1814.208312,372.8087693
1816x413,Astrocyte,,PVH,PVH,PVH,1815.590407,412.8741683
1820x504,Astrocyte,,PVH,PVH,PVH,1819.936305,504.090147
1832x505,OD Immature 1,,PVH,PVH,PVH,1832.317499,505.0053889
1838x341,Excitatory,E-19,PVH,PVH,PVH,1837.649073,341.1544354
1849x387,Inhibitory,I-14,PVH,PVH,PVH,1849.196049,386.6194394
1856x497,Astrocyte,,PVH,PVH,PVH,1855.52948,496.5686413
1865x424,OD Mature 2,,PVH,PVH,PVH,1865.041978,423.9184267
1867x353,OD Immature 1,,PVH,PVH,PVH,1866.769031,352.7792831
1869x449,Inhibitory,I-10,PVH,PVH,PVH,1868.984504,449.2605428
1882x443,Astrocyte,,PVH,PVH,PVH,1881.674825,443.377882
1884x457,OD Immature 1,,PVH,PVH,PVH,1883.669606,456.5870235
1883x379,Astrocyte,,PVH,PVH,PVH,1883.417967,379.2188108
1896x434,Inhibitory,I-14,PVH,PVH,PVH,1896.072451,433.9219115
1904x481,Inhibitory,I-10,PVH,PVH,PVH,1904.295512,480.7150571
1908x384,Astrocyte,,PVH,PVH,PVH,1907.854004,384.0258024
1909x499,Excitatory,E-6,PVH,PVH,PVH,1909.240979,498.56003
1911x343,Endothelial 1,,PVH,PVH,PVH,1910.914137,342.6263458
1912x355,Excitatory,E-6,PVH,PVH,PVH,1912.254512,354.5288117
1915x429,Astrocyte,,PVH,PVH,PVH,1915.036165,428.5380271
1923x515,Inhibitory,I-16,PVH,PVH,PVH,1922.807965,515.473223
1935x395,Inhibitory,I-7,PVH,PVH,PVH,1934.659285,394.6024034
1781x489,Excitatory,E-28,PVH,PVH,PVH,1781.141682,488.8289396
1825x399,Excitatory,E-17,PVH,PVH,PVH,1825.356946,399.3703526
1833x388,Inhibitory,I-14,PVH,PVH,PVH,1832.879086,387.835876
1845x413,Inhibitory,I-10,PVH,PVH,PVH,1845.287609,412.5946833
1873x465,Excitatory,E-16,PVH,PVH,PVH,1872.888852,465.2487959
1905x374,Excitatory,E-6,PVH,PVH,PVH,1905.365992,373.9773638
1917x455,Inhibitory,I-10,PVH,PVH,PVH,1916.562626,455.0186707
1919x344,Astrocyte,,PVH,PVH,PVH,1919.386552,344.4355545
1769x366,OD Mature 1,,PVH,PVH,PVH,1768.880689,366.1535521
1773x452,Inhibitory,I-8,PVH,PVH,PVH,1772.997847,451.5560653
1798x459,Excitatory,E-18,PVH,PVH,PVH,1797.653092,459.3437463
1837x367,Excitatory,E-7,PVH,PVH,PVH,1836.538873,366.8937338
1866x511,Excitatory,E-23,PVH,PVH,PVH,1866.272146,511.110045
1884x472,Astrocyte,,PVH,PVH,PVH,1884.350091,472.4247938
1790x438,Excitatory,E-16,PVH,PVH,PVH,1789.810508,437.7833345
1837x498,Inhibitory,I-16,PVH,PVH,PVH,1837.47887,497.5986704
1849x509,Excitatory,E-18,PVH,PVH,PVH,1849.136132,509.3518493
1925x470,Inhibitory,I-10,PVH,PVH,PVH,1924.557571,470.0422202
1910x333,Endothelial 3,,PVH,PVH,PVH,1909.51684,333.3809219
1914x470,Inhibitory,I-4,PVH,PVH,PVH,1914.325185,470.0052388
1929x355,Inhibitory,I-16,PVH,PVH,PVH,1928.647228,354.7635264
1933x420,Inhibitory,I-3,PVH,PVH,PVH,1933.154992,420.2070103
1761x260,Inhibitory,I-13,BST,BST,BST,1760.915199,259.6022372
1764x205,Inhibitory,I-13,BST,BST,BST,1764.245926,205.2794273
1764x295,Inhibitory,I-13,BST,BST,BST,1764.044129,294.7952249
1772x253,Inhibitory,I-13,BST,BST,BST,1771.52091,252.6731595
1776x229,Inhibitory,I-1,BST,BST,BST,1775.521929,229.0419106
1785x152,Inhibitory,I-2,BST,BST,BST,1784.754306,152.0114084
1787x207,Inhibitory,I-13,BST,BST,BST,1786.568666,206.5202112
1787x276,Excitatory,E-19,PVH,PVH,PVH,1786.55077,276.0986774
1788x284,Inhibitory,I-13,PVH,PVH,PVH,1788.336736,283.9483446
1792x162,Inhibitory,I-2,BST,BST,BST,1791.909145,162.0734195
1794x238,Inhibitory,I-2,BST,BST,BST,1794.087753,238.2783219
1799x172,Inhibitory,I-13,BST,BST,BST,1799.214014,171.5922495
1803x252,Inhibitory,I-13,PVH,PVH,PVH,1802.601933,252.2399296
1814x205,Inhibitory,I-13,BST,BST,BST,1814.37678,205.1019193
1813x181,Inhibitory,I-13,BST,BST,BST,1813.123635,181.1483073
1823x204,Inhibitory,I-2,BST,BST,BST,1823.423813,203.9200474
1820x178,Astrocyte,,BST,BST,BST,1820.409788,178.1177486
1823x163,Excitatory,E-18,BST,BST,BST,1823.045146,163.4715259
1823x214,Inhibitory,I-2,BST,BST,BST,1823.38563,213.7304317
1829x233,Excitatory,E-16,PVH,PVH,PVH,1828.50432,233.2722862
1829x184,Microglia,,BST,BST,BST,1828.712597,183.7810772
1831x171,Endothelial 1,,BST,BST,BST,1830.722322,170.8265004
1833x249,Astrocyte,,PVH,PVH,PVH,1832.523667,249.1361831
1831x210,Excitatory,E-16,BST,BST,BST,1830.673792,209.8674103
1835x269,OD Immature 1,,PVH,PVH,PVH,1834.645231,269.0757676
1844x153,Inhibitory,I-14,BST,BST,BST,1843.578086,152.6708897
1873x189,Inhibitory,I-16,PVH,PVH,PVH,1873.298384,188.7971622
1875x170,Astrocyte,,PVH,PVH,PVH,1874.705388,170.3228979
1875x179,Endothelial 1,,PVH,PVH,PVH,1874.551336,178.7351473
1890x299,Inhibitory,I-8,PVH,PVH,PVH,1890.412863,299.1479205
1890x229,Astrocyte,,PVH,PVH,PVH,1890.36144,229.1478534
1894x152,Astrocyte,,PVH,PVH,PVH,1893.802639,152.3409194
1893x192,Excitatory,E-16,PVH,PVH,PVH,1892.646557,192.1635536
1895x314,Excitatory,E-19,PVH,PVH,PVH,1895.133517,314.1172303
1913x239,Inhibitory,I-10,PVH,PVH,PVH,1913.190366,238.8595735
1928x242,Astrocyte,,PVH,PVH,PVH,1927.69992,242.2008115
1933x309,Inhibitory,I-16,PVH,PVH,PVH,1933.254379,309.3554215
1936x193,Astrocyte,,PVH,PVH,PVH,1936.112027,192.5197432
1810x231,Endothelial 1,,PVH,PVH,PVH,1809.822068,231.0736552
1830x154,Inhibitory,I-16,BST,BST,BST,1829.614314,154.100698
1847x271,Excitatory,E-16,PVH,PVH,PVH,1846.567072,270.9934773
1854x199,Excitatory,E-18,PVH,PVH,PVH,1854.053685,199.1243275
1863x158,Inhibitory,I-14,BST,BST,BST,1863.265974,157.6392799
1870x321,Excitatory,E-16,PVH,PVH,PVH,1869.546817,320.6951503
1880x284,Inhibitory,I-1,PVH,PVH,PVH,1879.742978,283.9863322
1767x143,Inhibitory,I-3,BST,BST,BST,1766.525802,143.4425895
1776x191,Inhibitory,I-13,BST,BST,BST,1775.589093,190.6042511
1814x140,Inhibitory,I-13,BST,BST,BST,1813.542754,139.7314827
1824x290,Excitatory,E-18,PVH,PVH,PVH,1823.742593,290.3724576
1909x180,OD Immature 1,,PVH,PVH,PVH,1909.125938,179.9440601
1781x260,Inhibitory,I-13,BST,BST,BST,1781.408601,260.4023418
1794x303,Excitatory,E-13,PVH,PVH,PVH,1793.864772,303.0457041
1818x320,Inhibitory,I-7,PVH,PVH,PVH,1817.915306,319.5973886
1821x270,Inhibitory,I-13,PVH,PVH,PVH,1820.697231,270.2484893
1848x314,Excitatory,E-19,PVH,PVH,PVH,1847.85266,314.1114693
1890x142,Inhibitory,I-14,BST,BST,BST,1890.441206,141.9890646
1901x156,Inhibitory,I-10,PVH,PVH,PVH,1900.759018,155.8999151
1935x152,Inhibitory,I-1,PVH,PVH,PVH,1934.657374,151.9026558
1755x-52,OD Immature 1,,PVH,PVH,PVH,1754.51522,-51.71505426
1755x29,Inhibitory,I-13,PVH,PVH,PVH,1754.614056,29.31144861
1761x-29,Inhibitory,I-2,PVH,PVH,PVH,1761.114108,-29.08866799
1760x106,Endothelial 1,,BST,BST,BST,1759.615587,106.3595274
1770x18,Inhibitory,I-2,PVH,PVH,PVH,1770.218053,17.89481952
1770x100,Astrocyte,,BST,BST,BST,1769.989679,99.82969488
1775x106,Inhibitory,I-13,BST,BST,BST,1775.195594,105.5954271
1780x-25,Astrocyte,,PVH,PVH,PVH,1780.075409,-25.45016873
1791x104,Inhibitory,I-2,BST,BST,BST,1791.146551,104.375552
1790x-55,Excitatory,E-17,PVH,PVH,PVH,1790.315413,-54.5797162
1792x87,Inhibitory,I-9,BST,BST,BST,1792.050002,86.69958647
1795x-24,Excitatory,E-18,PVH,PVH,PVH,1795.312652,-23.7045757
1797x-42,Inhibitory,I-14,PVH,PVH,PVH,1797.365994,-42.2337047
1805x44,Inhibitory,I-1,PVH,PVH,PVH,1804.798619,44.33160885
1809x54,Inhibitory,I-13,PVH,PVH,PVH,1808.554694,54.29250662
1816x99,Astrocyte,,BST,BST,BST,1815.87313,98.92730416
1822x-17,Astrocyte,,PVH,PVH,PVH,1821.571137,-17.26570773
1829x68,Inhibitory,I-8,PVH,PVH,PVH,1828.564755,67.53484593
1840x-45,Inhibitory,I-2,PVH,PVH,PVH,1839.663164,-44.7871179
1846x62,Inhibitory,I-13,PVH,PVH,PVH,1846.495274,61.78692438
1847x-9,Inhibitory,I-14,PVH,PVH,PVH,1847.358684,-8.690102215
1851x-26,Excitatory,E-16,PVH,PVH,PVH,1851.090733,-26.42785504
1852x-45,Inhibitory,I-13,PVH,PVH,PVH,1851.676018,-45.43289025
1854x98,Excitatory,E-12,BST,BST,BST,1853.920347,98.29173213
1854x13,Excitatory,E-17,PVH,PVH,PVH,1854.162372,12.63544075
1852x45,Excitatory,E-16,PVH,PVH,PVH,1852.351961,45.36811381
1874x-19,Endothelial 1,,PVH,PVH,PVH,1874.285364,-19.43181822
1887x118,Excitatory,E-19,PVH,PVH,PVH,1886.568742,117.6554655
1888x51,Inhibitory,I-23,PVH,PVH,PVH,1888.193716,51.10548679
1891x38,Excitatory,E-16,PVH,PVH,PVH,1890.783572,37.62131823
1893x55,OD Immature 1,,PVH,PVH,PVH,1893.315028,55.06902715
1896x1,Inhibitory,I-23,PVH,PVH,PVH,1896.214403,0.998373853
1898x109,Excitatory,E-19,PVH,PVH,PVH,1898.014179,108.9420092
1907x-20,Excitatory,E-7,PVH,PVH,PVH,1907.279786,-20.27842797
1911x59,Excitatory,E-17,PVH,PVH,PVH,1911.129252,58.57446778
1918x-10,OD Immature 1,,PVH,PVH,PVH,1918.197973,-9.690257034
1919x0,Excitatory,E-16,PVH,PVH,PVH,1919.49613,-0.149420139
1929x62,Inhibitory,I-16,PVH,PVH,PVH,1929.397426,61.78040061
1934x35,Inhibitory,I-16,PVH,PVH,PVH,1934.275871,34.7613538
1768x-11,OD Mature 2,,PVH,PVH,PVH,1768.412341,-11.11693233
1791x25,Inhibitory,I-1,PVH,PVH,PVH,1790.677791,25.18238239
